hour,DEWP,TEMP,PRES,Iws,Is,Ir,pm2.5
21,-18,-6,1032,1.34,0,0,58
0,-18,-8,1031,3.13,0,0,108
4,-19,-10,1030,14.31,0,0,27
6,-19,-11,1030,19.23,0,0,27
11,-18,-3,1030,1.79,0,0,37
13,-20,1,1028,1.79,0,0,49
14,-20,3,1027,1.79,0,0,53
15,-20,3,1026,3.13,0,0,57
16,-20,3,1026,7.15,0,0,51
17,-20,2,1026,11.17,0,0,64
18,-18,0,1026,15.19,0,0,100
19,-15,-1,1027,18.32,0,0,113
22,-13,-5,1028,1.78,0,0,259
0,-13,-7,1028,0.89,0,0,351
1,-14,-7,1029,0.89,0,0,980
5,-17,-3,1030,15.2,0,0,7
6,-17,-3,1031,4.02,0,0,8
7,-18,-4,1032,4.02,0,0,7
8,-20,-3,1033,8.94,0,0,7
10,-22,-3,1035,20.56,0,0,16
12,-23,-2,1035,4.92,0,0,15
13,-24,-2,1033,4.92,0,0,21
14,-23,-2,1033,9.84,0,0,18
15,-24,-2,1032,13.86,0,0,16
17,-23,-2,1032,21.9,0,0,16
18,-23,-4,1033,23.69,0,0,16
20,-23,-5,1035,1.79,0,0,36
21,-22,-8,1035,4.92,0,0,51
23,-22,-8,1036,11.18,0,0,46
2,-22,-7,1036,12.96,0,0,24
3,-22,-8,1037,0.89,0,0,18
4,-22,-8,1036,1.78,0,0,15
5,-22,-9,1036,3.13,0,0,17
6,-22,-9,1036,7.15,0,0,11
7,-22,-10,1037,4.02,0,0,16
8,-21,-9,1037,7.15,0,0,16
9,-22,-6,1038,10.28,0,0,39
10,-23,-5,1038,12.07,0,0,25
11,-23,-4,1037,15.2,0,0,17
13,-23,-1,1035,18.78,0,0,11
14,-23,0,1033,4.02,0,0,14
15,-26,0,1032,1.79,0,0,15
16,-26,0,1032,2.68,0,0,15
18,-23,-3,1033,1.79,0,0,13
19,-22,-4,1033,2.68,0,0,26
0,-17,-11,1034,4.92,0,0,146
2,-19,-11,1034,11.18,0,0,91
5,-17,-13,1033,0.89,0,0,51
6,-20,-12,1033,4.02,0,0,29
7,-20,-12,1033,8.04,0,0,30
8,-18,-11,1033,9.83,0,0,26
9,-19,-7,1033,12.96,0,0,26
10,-20,-4,1032,0.89,0,0,24
11,-20,-3,1032,1.78,0,0,21
12,-21,-1,1031,1.79,0,0,24
13,-21,1,1030,0.89,0,0,39
14,-19,2,1028,4.02,0,0,79
16,-15,3,1027,12.06,0,0,118
17,-15,1,1026,15.19,0,0,140
20,-12,-3,1027,21,0,0,167
0,-13,-6,1025,0.89,0,0,207
1,-13,-5,1025,1.78,0,0,237
2,-12,-6,1025,3.13,0,0,247
3,-12,-5,1025,7.15,0,0,227
4,-12,-3,1024,11.17,0,0,176
5,-8,-1,1024,19.22,0,0,113
6,-15,-1,1025,28.16,0,0,46
7,-15,-2,1026,35.31,0,0,18
8,-19,-3,1027,42.46,0,0,13
9,-22,-2,1028,54.53,0,0,22
10,-22,-1,1029,63.47,0,0,15
11,-23,-1,1028,74.65,0,0,18
12,-25,0,1028,86.72,0,0,18
15,-26,2,1026,118.91,0,0,11
17,-25,1,1026,139.03,0,0,9
18,-22,-3,1026,1.79,0,0,9
19,-22,-2,1026,0.89,0,0,27
21,-18,-4,1027,4.47,0,0,39
0,-19,-6,1027,0.45,0,0,50
1,-19,-7,1027,0.89,0,0,38
2,-17,-9,1026,0.89,0,0,36
4,-16,-10,1025,0.89,0,0,80
6,-18,-11,1026,1.79,0,0,74
7,-18,-11,1026,0.89,0,0,77
8,-17,-8,1026,1.78,0,0,87
9,-18,-4,1027,3.13,0,0,107
10,-17,0,1026,0.89,0,0,54
11,-21,2,1026,1.78,0,0,36
12,-21,3,1024,2.67,0,0,34
13,-21,5,1022,5.81,0,0,19
14,-21,5,1021,11.62,0,0,26
15,-21,6,1021,13.41,0,0,27
17,-21,4,1021,9.83,0,0,29
18,-21,3,1021,4.02,0,0,41
19,-20,2,1021,4.92,0,0,47
20,-20,3,1021,8.94,0,0,115
21,-20,2,1021,12.96,0,0,265
22,-17,-1,1021,14.75,0,0,236
23,-16,-3,1021,0.89,0,0,296
0,-15,-5,1020,1.78,0,0,159
2,-14,-7,1019,3.56,0,0,115
3,-15,-8,1019,4.45,0,0,168
4,-15,-8,1018,4.9,0,0,177
5,-15,-8,1018,5.79,0,0,191
6,-15,-9,1018,1.79,0,0,185
8,-13,-6,1018,0.89,0,0,114
9,-14,-2,1018,2.68,0,0,117
10,-15,1,1018,4.47,0,0,112
13,-16,9,1016,4.02,0,0,99
14,-17,10,1015,5.81,0,0,82
15,-18,11,1014,8.94,0,0,58
16,-18,10,1014,3.13,0,0,40
17,-18,9,1014,3.13,0,0,45
18,-19,7,1014,6.26,0,0,44
20,-16,1,1015,0.89,0,0,65
21,-14,-1,1015,1.78,0,0,101
23,-13,-3,1015,3.56,0,0,165
0,-12,-4,1015,4.45,0,0,205
3,-12,-5,1014,1.78,0,0,190
4,-12,-6,1014,3.57,0,0,174
6,-12,-7,1014,0.89,0,0,120
8,-11,-6,1014,0.89,0,0,152
9,-12,0,1015,1.79,0,0,158
10,-12,3,1014,1.79,0,0,178
11,-11,5,1014,3.58,0,0,184
13,-9,8,1012,8.5,0,0,185
14,-9,9,1011,11.63,0,0,175
15,-8,9,1010,14.76,0,0,165
16,-8,9,1011,0.89,0,0,150
17,-8,8,1010,1.78,0,0,163
18,-8,7,1010,3.13,0,0,172
19,-8,5,1011,4.92,0,0,184
20,-9,2,1011,1.79,0,0,178
21,-7,-1,1011,0.89,0,0,211
22,-8,-2,1012,0.45,0,0,213
0,-7,-2,1011,2.23,0,0,261
1,-6,-1,1011,2.68,0,0,215
4,-7,-2,1011,2.68,0,0,214
5,-8,-3,1011,4.47,0,0,205
7,-7,-3,1012,9.39,0,0,220
9,-6,3,1014,17.44,0,0,189
10,-8,6,1014,22.36,0,0,109
11,-8,10,1014,25.49,0,0,65
12,-13,12,1014,31.3,0,0,35
13,-15,13,1013,36.22,0,0,35
14,-15,14,1012,42.03,0,0,27
16,-15,14,1012,51.86,0,0,30
18,-15,9,1014,0.89,0,0,20
19,-13,4,1015,1.78,0,0,30
21,-12,4,1017,1.79,0,0,99
22,-3,2,1018,7.6,0,0,117
0,-6,-1,1020,0.89,0,0,154
2,-6,-2,1021,1.79,0,0,143
3,-7,-1,1021,4.92,0,0,132
4,-8,-3,1021,6.71,0,0,100
5,-8,-3,1021,8.5,0,0,89
6,-7,-3,1021,10.29,0,0,90
8,-7,-2,1022,15.21,0,0,99
9,-7,-1,1022,19.23,0,0,92
10,-8,0,1022,23.25,0,0,80
11,-9,2,1022,26.38,0,0,56
12,-10,3,1020,31.3,0,0,60
14,-10,4,1018,38.45,0,0,76
16,-10,4,1016,45.6,0,0,84
17,-9,3,1015,48.73,0,0,92
19,-7,0,1015,51.41,0,0,95
20,-7,-1,1014,0.89,0,0,81
21,-7,0,1014,3.13,0,0,95
23,-7,-2,1014,0.89,0,0,86
0,-7,-4,1013,0.89,0,0,90
1,-6,-4,1013,0.89,0,0,111
2,-7,-4,1012,0.89,0,0,104
3,-8,-5,1012,1.78,0,0,129
4,-7,-5,1011,2.23,0,0,117
5,-8,-6,1011,0.89,0,0,105
6,-7,-6,1010,1.79,0,0,112
8,-6,-4,1010,0.89,0,0,134
9,-5,-1,1010,1.78,0,0,136
10,-6,0,1009,1.79,0,0,142
11,-7,2,1008,0.89,0,0,150
13,-7,5,1006,1.79,0,0,160
16,-6,7,1003,1.79,0,0,191
17,-6,7,1003,3.58,0,0,195
18,-6,5,1003,4.47,0,0,196
20,-6,2,1003,1.79,0,0,246
22,-5,0,1004,0.45,0,0,274
23,-6,-1,1004,1.34,0,0,282
0,-6,-1,1003,1.79,0,0,283
1,-6,0,1003,3.58,0,0,242
2,-5,-1,1003,0.89,0,0,227
3,-6,1,1003,1.78,0,0,223
4,-6,-1,1002,1.79,0,0,227
6,-5,-2,1003,6.71,0,0,237
8,-5,0,1004,12.97,0,0,262
9,-5,3,1004,16.99,0,0,296
10,-4,5,1004,21.01,0,0,301
11,-4,6,1004,25.03,0,0,302
12,-4,7,1004,29.05,0,0,311
15,-2,11,1002,0.89,0,0,298
16,-1,11,1003,1.78,0,0,292
17,0,10,1003,1.79,0,0,299
18,0,8,1005,4.92,0,0,353
20,3,7,1007,1.79,0,0,309
23,3,5,1010,0.89,0,0,218
0,2,4,1010,1.78,0,0,164
1,1,3,1011,2.67,0,0,153
2,1,3,1012,3.12,0,0,135
3,1,3,1012,4.01,0,0,134
6,-1,0,1014,2.68,0,0,210
8,-1,0,1016,1.79,0,0,253
9,1,2,1017,2.68,0,0,266
10,0,5,1017,6.7,0,0,241
11,0,7,1017,11.62,0,0,235
13,-2,8,1017,21.46,0,0,248
14,-2,8,1016,26.38,0,0,180
15,-1,6,1016,30.4,0,0,176
16,-1,6,1016,35.32,0,0,165
17,-1,6,1017,39.34,0,0,138
18,-2,6,1017,42.47,0,0,136
20,-2,5,1018,47.39,0,0,130
21,-6,4,1019,54.54,0,0,118
22,-7,3,1019,59.46,0,0,56
23,-6,2,1020,63.48,0,0,55
0,-7,1,1020,66.61,0,0,52
1,-7,0,1020,69.74,0,0,46
2,-6,0,1021,71.53,0,0,46
3,-6,0,1021,73.32,0,0,45
6,-5,0,1021,78.69,0,0,50
7,-5,0,1021,79.58,0,0,46
8,-6,0,1022,81.37,0,0,58
9,-6,1,1022,0.89,0,0,75
10,-6,2,1022,1.79,0,0,72
11,-6,3,1022,0.89,0,0,82
13,-6,5,1021,3.57,0,0,91
14,-6,5,1020,4.02,0,0,93
15,-6,5,1020,8.04,0,0,90
17,-7,3,1020,15.19,0,0,79
18,-7,3,1020,16.08,0,0,70
21,-10,2,1021,21.88,0,0,103
22,-11,1,1022,25.9,0,0,95
23,-12,0,1021,29.92,0,0,66
1,-13,-1,1021,37.07,0,0,35
3,-13,-1,1021,44.22,0,0,29
4,-12,-1,1020,47.35,0,0,31
6,-5,-4,1021,53.16,2,0,31
9,-5,-3,1021,1.79,0,0,65
10,-4,-2,1021,0.89,0,0,89
12,-4,-1,1020,2.67,0,0,77
13,-4,-1,1019,1.79,0,0,88
14,-4,0,1018,3.58,0,0,95
15,-5,0,1017,6.71,0,0,105
18,-5,0,1017,14.76,0,0,103
20,-5,0,1018,0.89,0,0,98
22,-5,0,1019,0.45,0,0,112
1,-4,-1,1019,0.45,0,0,114
2,-4,-1,1019,1.34,0,0,115
7,-5,-1,1020,9.83,0,0,119
8,-4,-1,1021,13.85,0,0,114
9,-7,2,1023,5.81,0,0,78
10,-11,3,1023,12.96,0,0,80
11,-15,3,1023,21.01,0,0,37
12,-16,4,1024,26.82,0,0,20
14,-18,4,1023,42.02,0,0,14
15,-14,3,1022,7.15,0,0,13
17,-6,0,1023,21.9,0,0,15
18,-3,-2,1024,26.82,1,0,21
20,-3,-2,1026,33.08,3,0,85
21,-3,-2,1026,34.87,4,0,108
22,-3,-2,1026,0.89,5,0,128
23,-3,-3,1027,3.13,6,0,161
0,-4,-3,1026,7.15,7,0,69
1,-5,-4,1026,12.07,8,0,59
4,-5,-5,1025,20.12,0,0,35
6,-5,-4,1026,25.04,2,0,25
7,-5,-4,1025,28.17,0,0,23
10,-5,-2,1025,36.22,0,0,39
11,-5,-1,1024,38.01,0,0,44
12,-6,-2,1023,39.8,0,0,51
13,-6,-1,1022,42.93,0,0,61
16,-5,-1,1020,53.21,0,0,65
17,-5,-1,1020,58.13,0,0,75
19,-5,-2,1020,67.07,0,0,91
22,-5,-2,1019,77.35,0,0,96
23,-5,-2,1019,80.48,0,0,99
0,-5,-2,1019,82.27,0,0,101
1,-5,-2,1019,0.89,0,0,101
2,-5,-2,1019,0.89,0,0,108
4,-6,-5,1018,1.78,0,0,115
8,-6,-5,1021,1.79,0,0,138
9,-4,0,1022,4.92,0,0,164
10,-7,2,1023,12.07,0,0,169
11,-9,4,1022,20.12,0,0,82
13,-11,6,1022,36.22,0,0,37
16,-13,8,1021,60.37,0,0,30
17,-12,8,1021,65.29,0,0,27
22,-6,3,1024,3.13,0,0,139
23,-6,0,1025,0.89,0,0,129
0,-6,3,1024,1.79,0,0,109
1,-5,0,1025,0.89,0,0,97
2,-5,-2,1025,0.89,0,0,92
3,-7,-1,1025,4.02,0,0,158
4,-8,-1,1024,8.94,0,0,178
5,-8,-1,1024,12.96,0,0,135
6,-8,-1,1024,16.98,0,0,111
7,-9,-2,1025,0.89,0,0,114
8,-7,-1,1025,0.89,0,0,121
9,-8,0,1026,0.89,0,0,126
11,-7,2,1025,6.26,0,0,146
12,-5,3,1025,9.39,0,0,165
13,-5,4,1023,12.52,0,0,202
15,-6,5,1021,18.78,0,0,247
17,-6,5,1020,24.59,0,0,227
18,-6,4,1019,0.89,0,0,224
21,-5,2,1020,0.89,0,0,144
23,-6,2,1020,1.79,0,0,134
2,-5,1,1018,9.84,0,0,108
3,-5,1,1017,12.97,0,0,126
4,-4,0,1016,0.89,0,0,125
5,-3,0,1015,1.79,0,0,121
6,-4,-1,1015,1.79,0,0,123
7,-4,-1,1015,3.58,0,0,126
8,-3,0,1016,4.47,0,0,131
9,-4,1,1016,7.6,0,0,126
10,-4,3,1016,9.39,0,0,156
11,-4,3,1015,12.52,0,0,187
12,-4,4,1015,14.31,0,0,220
13,-4,6,1014,17.44,0,0,237
14,-4,7,1013,19.23,0,0,252
17,-2,3,1013,8.05,0,0,222
20,-2,3,1015,1.79,0,0,256
21,-2,3,1016,4.92,0,0,255
22,-2,2,1017,8.05,0,0,263
1,-10,3,1020,22.8,0,0,89
5,-16,-1,1024,53.64,0,0,13
6,-16,-2,1026,62.58,0,0,16
7,-18,-3,1027,71.52,0,0,19
8,-19,-2,1028,81.35,0,0,19
9,-23,-1,1027,95.21,0,0,24
10,-25,0,1027,105.04,0,0,24
12,-24,2,1029,116.66,0,0,11
13,-25,3,1028,123.81,0,0,17
14,-25,3,1028,130.96,0,0,14
16,-24,3,1028,1.79,0,0,16
18,-24,1,1029,6.26,0,0,22
19,-24,0,1030,9.39,0,0,30
20,-25,0,1030,12.52,0,0,27
21,-23,0,1031,17.44,0,0,29
23,-22,-2,1033,29.06,0,0,14
0,-22,-2,1033,34.87,0,0,19
1,-21,-3,1034,40.68,0,0,16
3,-22,-4,1035,49.62,0,0,13
4,-22,-4,1034,55.43,0,0,15
5,-23,-5,1034,61.24,0,0,11
6,-23,-5,1035,66.16,0,0,19
7,-23,-5,1035,71.97,0,0,16
9,-22,-3,1036,80.91,0,0,23
11,-22,-1,1035,1.79,0,0,26
13,-20,1,1033,3.13,0,0,52
14,-18,1,1032,4.92,0,0,65
15,-13,2,1031,4.02,0,0,91
16,-13,2,1031,1.79,0,0,103
17,-10,1,1031,3.13,0,0,99
18,-9,-1,1032,6.26,0,0,99
19,-9,-1,1032,9.39,0,0,103
20,-9,-1,1033,11.18,0,0,96
22,-9,-4,1034,13.86,0,0,69
23,-9,-3,1035,18.78,0,0,83
1,-9,-4,1035,25.04,0,0,51
2,-9,-5,1035,28.17,0,0,53
8,-9,-5,1037,0.9,1,0,74
12,-11,0,1036,11.18,0,0,83
14,-10,0,1034,3.58,0,0,100
15,-11,0,1034,3.13,0,0,108
17,-12,0,1034,8.05,0,0,132
18,-12,-1,1034,0.89,0,0,134
22,-10,-1,1036,2.67,0,0,114
23,-11,-3,1037,3.56,0,0,70
0,-5,-4,1038,1.79,0,0,76
1,-5,-4,1038,3.58,0,0,68
2,-5,-4,1038,5.37,1,0,74
6,-5,-4,1038,13.87,5,0,61
8,-6,-5,1040,18.79,7,0,65
11,-6,-3,1041,26.39,10,0,28
12,-6,-2,1041,28.18,11,0,26
13,-6,-2,1040,0.45,0,0,29
14,-8,-2,1039,1.34,0,0,32
18,-8,-3,1039,8.05,0,0,56
19,-8,-2,1040,12.97,0,0,63
20,-8,-3,1041,17.89,0,0,47
21,-10,-3,1041,25.04,0,0,27
2,-17,-6,1042,60.35,0,0,8
4,-19,-7,1040,73.31,0,0,13
5,-19,-7,1040,80.46,0,0,11
6,-20,-8,1039,84.48,0,0,13
7,-18,-8,1039,88.5,0,0,20
8,-18,-6,1039,92.52,0,0,18
9,-19,-5,1039,98.33,0,0,18
12,-15,-2,1035,119.78,0,0,19
13,-16,-1,1034,127.83,0,0,20
14,-19,0,1032,136.77,0,0,20
17,-22,1,1030,164.48,0,0,14
18,-20,0,1030,170.29,0,0,16
19,-18,0,1030,175.21,0,0,16
22,-13,-5,1029,1.78,0,0,27
0,-11,-5,1028,2.68,0,0,46
2,-12,-6,1027,2.68,0,0,48
8,-11,-4,1025,1.78,0,0,111
9,-13,-1,1025,2.67,0,0,105
10,-15,2,1024,3.13,0,0,70
12,-16,7,1021,3.13,0,0,48
14,-19,9,1018,7.15,0,0,33
15,-19,9,1017,10.28,0,0,37
16,-15,8,1016,14.3,0,0,40
17,-15,8,1016,17.43,0,0,34
18,-14,6,1016,21.45,0,0,32
19,-12,5,1016,24.58,0,0,33
20,-11,3,1017,27.71,0,0,51
21,-10,2,1017,29.5,0,0,62
23,-10,3,1016,35.76,0,0,89
1,-8,-1,1014,0.89,0,0,106
2,-8,-4,1014,0.45,0,0,144
4,-7,-3,1012,0.89,0,0,140
5,-8,-4,1013,1.79,0,0,158
6,-7,-4,1013,0.89,0,0,135
7,-7,-4,1012,1.78,0,0,145
8,-6,-1,1013,2.67,0,0,161
10,-10,3,1012,0.89,0,0,199
12,-10,6,1010,6.26,0,0,193
13,-10,7,1009,9.39,0,0,167
18,-6,6,1004,1.79,0,0,189
19,-6,5,1005,4.02,0,0,210
20,-6,4,1005,5.81,0,0,222
22,-6,4,1005,10.73,0,0,219
23,-6,2,1005,11.62,0,0,223
1,-9,10,1007,31.74,0,0,314
2,-10,8,1009,39.79,0,0,59
4,-13,5,1012,57.67,0,0,29
5,-13,4,1013,64.82,0,0,27
6,-13,3,1015,73.76,0,0,20
8,-15,4,1018,88.51,0,0,19
9,-16,5,1019,3.13,0,0,14
10,-18,6,1020,8.05,0,0,19
11,-20,7,1020,12.97,0,0,23
12,-20,8,1020,20.12,0,0,14
14,-19,9,1019,30.85,0,0,12
15,-18,9,1019,3.13,0,0,16
17,-18,8,1020,3.13,0,0,17
18,-19,7,1020,1.79,0,0,19
19,-17,4,1021,2.68,0,0,32
20,-13,2,1023,0.89,0,0,53
22,-12,2,1024,4.02,0,0,52
23,-5,1,1025,8.04,0,0,91
0,-5,0,1026,12.06,0,0,79
1,-6,0,1027,16.08,0,0,71
2,-7,-1,1026,19.21,0,0,47
3,-7,-1,1028,0.89,0,0,40
8,-12,0,1029,1.79,0,0,69
9,-13,1,1029,5.81,0,0,82
10,-13,2,1029,9.83,0,0,79
11,-12,4,1029,12.96,0,0,76
12,-12,5,1028,16.98,0,0,78
14,-10,7,1025,25.02,0,0,73
15,-10,7,1024,29.04,0,0,68
16,-9,8,1024,33.96,0,0,58
17,-10,7,1023,37.98,0,0,61
18,-11,6,1024,42,0,0,58
19,-10,5,1024,47.81,0,0,75
21,-10,3,1025,56.75,0,0,64
0,-11,2,1025,3.13,0,0,37
1,-10,2,1025,4.92,0,0,44
2,-9,2,1024,6.71,0,0,65
3,-8,2,1023,0.89,0,0,68
5,-8,1,1023,0.45,0,2,80
7,-3,-1,1022,6.26,1,0,105
9,-2,-1,1022,11.18,3,0,93
12,-1,0,1021,20.12,8,0,68
13,-1,0,1020,23.25,9,0,68
14,-1,0,1019,26.38,10,0,78
15,-1,0,1019,28.17,11,0,83
18,-1,0,1018,0.89,0,0,112
19,-2,-1,1018,1.79,0,0,108
20,-1,0,1019,4.92,0,0,116
23,-2,-1,1019,13.86,0,0,87
1,-1,0,1020,21.01,0,0,129
2,-2,2,1020,26.82,0,0,153
5,-10,2,1020,11.17,0,0,132
7,-12,0,1022,22.79,0,0,60
8,-13,1,1023,26.81,0,0,50
9,-13,1,1024,33.96,0,0,43
10,-11,1,1025,41.11,0,0,36
11,-12,2,1025,50.05,0,0,26
13,-11,2,1024,73.3,0,0,27
16,-11,4,1024,106.38,0,0,22
17,-11,4,1024,116.21,0,0,17
18,-11,3,1024,124.26,0,0,25
20,-11,1,1026,132.31,0,0,30
21,-13,2,1026,134.1,0,0,33
0,-10,-3,1026,0.89,0,0,61
1,-9,-3,1025,0.89,0,0,63
2,-9,-4,1025,1.78,0,0,72
5,-10,-7,1023,0.89,0,0,50
6,-10,-7,1023,1.78,0,0,55
8,-9,-3,1024,1.79,0,0,79
9,-9,-1,1025,3.58,0,0,72
10,-12,1,1024,6.71,0,0,73
12,-13,4,1023,1.79,0,0,53
13,-13,5,1022,3.58,0,0,56
14,-14,6,1022,5.37,0,0,60
15,-13,6,1021,1.79,0,0,64
17,-12,7,1021,6.71,0,0,45
20,-7,2,1023,14.76,0,0,63
1,-7,2,1026,1.79,0,0,41
2,-7,1,1026,1.79,0,0,83
4,-11,2,1026,9.84,0,0,41
6,-13,1,1027,19.67,0,0,27
7,-15,1,1027,26.82,0,0,33
8,-15,1,1028,33.97,0,0,34
9,-16,2,1029,39.78,0,0,28
10,-15,3,1029,44.7,0,0,27
11,-15,5,1028,49.62,0,0,23
12,-14,5,1027,54.54,0,0,22
13,-17,6,1027,58.56,0,0,26
14,-17,6,1026,3.13,0,0,20
15,-17,7,1025,3.13,0,0,21
18,-14,5,1025,0.89,0,0,28
19,-12,3,1025,0.89,0,0,39
20,-12,2,1026,0.89,0,0,51
22,-7,-1,1026,0.89,0,0,66
0,-5,-1,1027,9.84,0,0,71
1,-5,-2,1027,13.86,0,0,89
4,-5,-2,1025,0.89,0,0,86
6,-4,-1,1025,2.67,0,0,80
7,-4,-1,1024,3.56,0,0,90
8,-4,-1,1024,1.79,0,0,110
9,-4,-1,1024,3.58,0,0,135
10,-3,0,1023,5.37,1,0,144
11,-3,1,1022,0.89,0,0,166
13,-3,3,1020,3.58,0,0,201
14,-2,4,1018,0.89,0,0,227
15,-2,3,1016,3.13,0,0,219
18,-2,2,1014,5.81,0,0,205
20,-3,2,1014,0.89,0,0,209
21,-2,2,1013,0.89,0,0,226
22,-2,2,1012,1.78,0,0,222
23,-2,2,1011,0.89,0,0,239
2,0,3,1008,3.56,0,0,248
3,2,3,1007,1.79,0,1,247
6,2,3,1005,1.78,0,0,222
7,2,2,1004,3.57,0,0,221
9,2,3,1004,8.49,0,0,217
11,3,4,1002,0.89,0,0,249
13,3,5,1001,0.89,0,0,250
14,2,7,1001,1.78,0,0,232
15,2,7,1000,1.79,0,0,243
16,2,7,1001,0.89,0,0,239
22,2,4,1002,0.89,0,0,180
23,2,4,1002,1.79,0,0,180
0,3,4,1002,0.89,0,0,183
1,3,5,1003,1.79,0,0,180
4,2,6,1000,4.92,0,0,700
7,-2,7,1002,23.25,0,0,473
8,-5,7,1003,35.32,0,0,201
9,-5,7,1004,46.5,0,0,274
10,-5,7,1006,58.57,0,0,381
11,-7,8,1008,69.75,0,0,343
12,-10,8,1010,84.95,0,0,156
14,-19,10,1012,114.01,0,0,51
15,-18,10,1012,129.21,0,0,47
17,-15,9,1014,149.33,0,0,26
19,-12,7,1016,163.19,0,0,19
20,-12,7,1016,166.32,0,0,23
21,-10,7,1017,171.24,0,0,21
22,-7,6,1017,177.05,0,0,27
23,-5,5,1017,181.97,0,0,41
0,-6,3,1017,185.1,0,0,46
1,-5,3,1017,0.89,0,0,55
2,-5,2,1018,1.78,0,0,46
3,-6,2,1017,1.79,0,0,60
4,-6,0,1016,3.58,0,0,47
6,-5,1,1017,0.89,0,0,51
7,-5,0,1017,1.78,0,0,41
8,-5,4,1017,1.79,0,0,48
9,-8,7,1017,4.92,0,0,50
10,-10,10,1016,8.94,0,0,55
11,-12,11,1016,12.96,0,0,56
13,-14,13,1012,3.13,0,0,49
14,-14,14,1011,4.92,0,0,53
15,-13,14,1010,10.73,0,0,73
16,-12,14,1010,13.86,0,0,82
17,-12,14,1009,17.88,0,0,90
18,-11,13,1009,21.9,0,0,106
19,-5,10,1010,25.92,0,0,113
20,-5,9,1010,30.84,0,0,121
21,-5,8,1011,34.86,0,0,116
22,-5,7,1012,37.99,0,0,111
23,-5,7,1012,3.13,0,0,83
0,-5,6,1012,1.79,0,0,85
1,-3,5,1011,3.13,0,0,87
2,-3,6,1011,0.89,0,0,90
4,-4,5,1010,1.78,0,0,100
5,-4,4,1010,0.89,0,0,95
6,-3,3,1010,1.79,0,0,96
8,-2,5,1012,0.89,0,0,112
9,-2,6,1012,3.13,0,0,315
10,-8,11,1013,11.18,0,0,784
11,-10,12,1013,18.33,0,0,761
12,-11,12,1013,28.16,0,0,204
13,-12,13,1014,37.99,0,0,122
17,-14,13,1015,77.31,0,0,49
18,-12,12,1016,84.46,0,0,47
19,-12,11,1018,92.51,0,0,27
22,-11,8,1021,110.39,0,0,18
0,-10,7,1022,4.02,0,0,28
1,-9,5,1022,1.79,0,0,16
2,-10,6,1022,7.6,0,0,24
3,-9,1,1021,4.02,0,0,24
4,-8,2,1022,0.89,0,0,25
6,-8,0,1022,0.89,0,0,54
10,-7,10,1024,8.94,0,0,63
11,-7,11,1023,14.75,0,0,59
12,-8,12,1022,21.9,0,0,59
13,-8,13,1021,29.05,0,0,54
15,-8,13,1018,40.67,0,0,55
17,-9,12,1018,52.29,0,0,55
18,-8,11,1018,59.44,0,0,64
20,-7,9,1020,67.49,0,0,55
21,-8,10,1020,71.51,0,0,57
22,-6,7,1020,75.53,0,0,63
1,-6,6,1020,86.7,0,0,72
3,-6,4,1020,3.13,0,0,73
5,-6,4,1020,1.79,0,0,70
7,-4,4,1022,4.92,0,0,63
8,-6,7,1022,10.73,0,0,67
9,-8,9,1022,16.54,0,0,76
11,-14,11,1023,14.3,0,0,44
12,-15,11,1022,19.22,0,0,36
13,-16,11,1022,24.14,0,0,29
15,-9,10,1022,8.04,0,0,53
17,-5,9,1022,18.77,0,0,134
18,-4,7,1023,23.69,0,0,97
19,-3,6,1024,27.71,0,0,64
20,-1,6,1026,4.92,0,1,52
23,0,1,1027,7.15,0,0,22
0,0,2,1027,10.28,0,0,48
1,0,1,1028,14.3,0,0,52
2,-1,1,1028,16.09,0,0,43
6,-2,1,1029,5.81,0,0,54
7,-13,1,1029,12.96,0,0,10
9,-15,4,1030,28.16,0,0,10
10,-17,5,1030,37.99,0,0,9
11,-20,6,1029,46.93,0,0,12
12,-20,7,1028,51.85,0,0,12
14,-19,8,1025,4.02,0,0,16
15,-19,8,1023,9.83,0,0,20
16,-18,9,1022,13.85,0,0,20
18,-14,7,1021,4.92,0,0,30
19,-12,6,1022,0.89,0,0,27
20,-10,5,1023,1.79,0,0,29
21,-10,6,1023,0.89,0,0,33
23,-6,3,1023,2.67,0,0,59
0,-7,2,1023,0.89,0,0,63
2,-9,1,1023,3.13,0,0,62
6,-8,-2,1021,0.89,0,0,57
8,-7,3,1021,0.89,0,0,38
10,-17,8,1021,3.13,0,0,37
11,-18,10,1020,7.15,0,0,43
12,-17,11,1019,12.96,0,0,50
13,-15,12,1018,17.88,0,0,64
14,-14,14,1016,22.8,0,0,64
15,-14,15,1015,26.82,0,0,72
16,-12,15,1014,31.74,0,0,70
17,-13,15,1014,36.66,0,0,65
19,-8,11,1015,0.89,0,0,84
20,-8,8,1016,1.79,0,0,85
23,-10,4,1019,7.15,0,0,97
1,-10,7,1020,4.02,0,0,89
2,-11,8,1021,8.94,0,0,61
3,-11,7,1023,10.73,0,0,46
4,-4,4,1024,4.92,0,0,127
6,-7,1,1025,12.07,0,0,99
7,-8,2,1026,13.86,0,0,85
8,-9,3,1027,16.99,0,0,75
9,-10,4,1028,21.01,0,0,79
15,-9,11,1025,3.13,0,0,48
18,-8,8,1025,9.39,0,0,61
20,-7,5,1026,17.44,0,0,62
21,-8,4,1027,20.57,0,0,54
